f0,f1,f2,f3,f4,f5,f6,f7,y,idx
-3.423975,-2.481946,0.032533,0.037778,-0.019114,-0.021836,0.006806,-0.014666,1,927
4.205023,-2.077519,0.020783,-0.016993,-0.059148,0.014524,0.002859,0.011090,2,928
0.304481,-3.572817,0.001483,-0.013117,0.030782,0.003897,-0.021250,0.022677,2,929
-2.034781,2.774786,-0.025010,-0.001908,-0.025313,-0.010760,0.021759,0.009195,0,930
-1.585579,-2.447206,-0.002297,0.024902,-0.025490,0.016107,-0.011068,0.014333,2,931
-3.219444,-5.242649,0.033290,0.034088,0.034626,0.004690,0.009862,0.034479,0,932
-3.078556,2.960466,-0.015676,0.001281,-0.043042,-0.006184,0.013386,-0.013502,0,933
0.221485,2.872612,0.015256,0.014847,-0.012505,0.007654,-0.025774,0.032758,0,934
1.723801,5.156708,-0.043401,-0.027269,0.012452,0.013736,0.020283,0.041612,3,935
-3.798403,-1.601164,-0.067824,0.012467,0.002625,-0.084140,0.048210,0.020760,1,936
0.205298,6.623622,-0.039909,0.014095,-0.016981,-0.011964,0.006981,0.068418,2,937
2.198150,4.185128,0.041639,0.012433,-0.022636,-0.055305,0.014743,-0.028550,3,938
-3.872768,2.460583,0.037794,0.023653,0.016249,0.041069,-0.042289,0.059082,0,939
0.624650,5.726669,0.012159,0.003549,-0.027115,0.012079,0.024253,-0.007793,1,940
4.402029,-1.566034,-0.012878,0.028861,-0.005306,0.011126,-0.043992,-0.005948,2,941
-2.292169,-4.042370,0.012319,0.065298,0.052600,-0.017190,-0.017199,0.018412,1,942
6.076563,-2.673241,0.031652,0.051556,-0.024655,-0.008749,0.022858,-0.015566,3,943
-5.194222,-1.261625,-0.031887,-0.002604,-0.052270,-0.021595,-0.007392,0.015574,0,944
1.487447,-3.720824,-0.032456,0.004934,-0.045379,0.021101,0.029750,-0.007076,2,945
-0.750092,-3.274236,0.034869,-0.009864,-0.059720,-0.037977,0.003214,0.023196,1,946
-4.362624,1.814062,-0.056321,-0.003052,0.026283,-0.019797,-0.026643,0.015275,0,947
-0.026281,-5.241139,0.004762,0.001625,0.004901,-0.003374,0.003463,0.035719,1,948
2.348520,4.129764,0.011385,-0.002214,-0.018419,-0.013982,-0.056469,0.002943,3,949
2.370291,3.944362,0.006558,0.012516,0.012538,-0.041772,0.018998,-0.023134,3,950
-6.576544,-1.054725,-0.023283,-0.046578,-0.007471,0.002823,0.015316,0.084309,1,951
-4.671939,-2.844890,-0.007241,0.032252,-0.040935,-0.033241,-0.011249,-0.022801,0,952
-4.871245,3.989475,0.022969,0.009461,0.054639,0.017748,-0.000785,0.004198,3,953
-3.581764,-6.265390,0.023192,0.007408,-0.005135,0.026482,0.017272,-0.008389,1,954
-1.330714,2.373228,-0.028485,-0.021604,0.007058,-0.010976,-0.058655,-0.028959,1,955
2.512440,3.809456,-0.053650,0.024875,-0.026441,-0.038360,0.049590,0.000420,3,956
-1.877295,-4.300742,0.032340,0.014302,-0.009055,-0.002930,-0.023719,0.012869,1,957
4.070641,-4.073918,0.005681,0.008104,-0.031885,-0.025022,-0.028848,-0.013506,1,958
-3.388942,2.855462,0.009861,-0.023879,0.004969,-0.001715,-0.012659,0.027510,0,959
4.311831,-1.735015,-0.068500,0.080389,0.004650,0.062850,-0.017238,-0.044514,2,960
-6.763345,-1.530495,0.004356,-0.021319,0.039668,-0.000486,0.016117,-0.004484,3,961
-3.384984,-2.571335,0.009359,-0.017601,-0.014743,-0.011238,0.021661,-0.007819,1,962
-2.002586,-0.271349,-0.023046,0.030464,0.004413,0.020160,-0.009709,0.025963,2,963
0.608306,2.956534,0.058085,-0.008205,0.005660,0.049758,0.011843,-0.034465,0,964
1.256286,5.317475,0.007212,-0.016786,0.036833,0.000221,-0.005148,-0.041148,3,965
-0.586172,-3.446323,-0.031970,0.036877,0.022021,-0.003791,-0.074536,0.024807,2,966
2.118984,4.122885,0.003062,0.033867,-0.011527,-0.005355,-0.045482,0.043597,3,967
-4.378308,1.732291,0.070524,-0.013791,0.006261,0.009610,0.014347,0.019223,0,968
5.709643,-2.793163,0.034074,-0.031290,-0.012921,0.015840,-0.005522,0.010358,1,969
3.176127,-0.940655,-0.005107,-0.072065,0.017998,0.073112,-0.008071,0.015352,2,970
-2.304178,3.210946,0.029786,0.014182,-0.008105,0.001665,-0.037235,0.056599,0,971
0.110819,-2.002233,-0.009591,-0.009863,0.033909,0.001496,-0.029875,-0.016394,1,972
-2.648459,-3.688295,-0.018685,0.020499,-0.033525,0.060827,0.042740,-0.028804,1,973
0.067382,3.010174,-0.053694,0.035374,0.007910,-0.016420,-0.027890,-0.016655,0,974
0.391296,-2.105873,-0.020113,0.027865,-0.041382,0.016166,0.028663,-0.015977,3,975
-3.250184,2.936782,-0.001004,-0.014288,0.009283,-0.035818,-0.023902,-0.015446,0,976
-1.299190,6.768978,-0.028220,-0.022407,-0.007807,0.032257,-0.020146,-0.014880,0,977
0.163867,8.811113,-0.025719,0.002968,0.003197,-0.006703,0.044835,0.008199,0,978
-4.266968,2.224481,-0.041940,-0.025745,0.006403,-0.023021,-0.012593,0.023242,0,979
-1.305559,-6.298909,-0.004380,0.032223,-0.042075,0.014056,0.032875,-0.004953,1,980
3.407104,-0.523379,0.000375,0.085829,0.040695,-0.033051,-0.004302,-0.004472,0,981
6.862568,1.086160,-0.022341,-0.071444,0.016946,-0.012973,0.005119,-0.031818,1,982
0.861303,-6.697815,-0.004004,0.044477,-0.068377,-0.024185,-0.007201,-0.019745,0,983
2.413735,4.042160,-0.003212,-0.032829,0.006688,-0.039948,0.013316,-0.009495,3,984
-3.586649,2.742901,-0.034777,0.015768,0.022071,0.003124,0.012387,0.068894,0,985
-3.483534,2.838398,-0.008260,-0.002055,-0.015788,0.010876,0.069897,-0.004455,0,986
3.593274,1.114567,-0.005321,-0.021227,-0.011454,-0.014643,-0.037081,-0.041137,3,987
5.560183,-2.712590,0.000160,0.007615,-0.024769,0.030343,-0.043566,-0.030243,1,988
-4.112476,2.190879,0.008452,0.020666,0.040858,-0.026907,-0.041180,-0.014752,0,989
2.909796,-4.866900,-0.000324,-0.071148,-0.003345,-0.008803,-0.060732,0.048903,1,990
-2.567017,-5.840554,-0.005787,-0.003569,-0.003087,-0.015196,-0.017969,-0.021771,1,991
-4.601357,-3.513830,-0.016230,-0.010596,0.021972,0.004561,0.008390,0.019346,0,992
6.850655,0.605745,0.042794,0.005090,0.015996,-0.043744,-0.025485,-0.038018,1,993
-2.941696,-3.242456,0.003416,0.066065,-0.044107,0.039087,0.021211,-0.048228,1,994
0.145794,2.910967,0.019449,0.036335,0.012034,-0.051740,0.017423,-0.034569,3,995
3.698822,-2.630421,-0.016207,-0.017398,0.036562,-0.019465,-0.016097,0.012412,2,996
3.968413,-2.220828,-0.045908,-0.022110,-0.020988,0.018732,0.045548,-0.040474,2,997
-3.398495,-2.413774,0.028223,0.049992,0.003134,-0.018568,-0.054242,0.039681,1,998
0.275565,6.593612,0.033123,-0.057522,-0.030335,0.013903,-0.024333,0.080521,2,999
-2.584937,-5.787348,0.013377,-0.003968,-0.002914,-0.031908,0.023769,0.033790,0,1000
3.036831,3.041194,0.018380,0.000918,0.051161,0.036981,0.035063,0.026447,3,1001
-4.402545,1.881285,0.007143,0.032407,-0.056215,0.033335,0.004410,0.014049,0,1002
1.558468,6.099977,-0.009965,-0.004160,0.020211,-0.049466,-0.010992,0.032860,2,1003
-1.918755,-4.348908,0.001471,-0.023016,0.006635,0.013880,0.035675,-0.033634,1,1004
0.948262,-3.893756,-0.051124,-0.025480,0.017937,0.035135,-0.036386,0.031320,1,1005
-0.805551,2.367620,-0.012517,-0.069731,0.010016,0.021442,-0.016203,0.030310,2,1006
3.214818,2.802950,-0.025659,0.027888,-0.053776,-0.033672,0.009041,-0.022328,3,1007
-2.191916,-4.193592,0.042804,0.025725,-0.039552,0.045196,-0.004397,0.050722,1,1008
-4.896547,3.863710,-0.003891,-0.004126,-0.008035,0.000150,-0.012571,-0.005978,3,1009
-4.382604,1.780363,-0.023363,-0.036506,-0.048243,-0.030216,0.005012,0.019666,0,1010
-2.629958,-3.637803,0.022298,-0.041996,0.030645,0.002153,-0.006424,-0.028730,1,1011
6.889935,1.757106,-0.001952,0.016397,-0.056744,0.076779,0.001905,-0.033058,1,1012
-3.430572,-2.507079,0.071089,-0.034985,0.013858,0.020587,0.035679,0.017463,1,1013
4.895207,1.501950,-0.037130,0.036491,0.032460,-0.014752,-0.029246,-0.022216,2,1014
-2.109697,0.019303,-0.052823,-0.019059,-0.081782,0.054639,-0.001660,0.015779,2,1015
1.625747,2.101225,-0.039942,-0.008131,0.043190,-0.020319,-0.020294,-0.000723,3,1016
-0.649406,2.052458,-0.036938,-0.007356,-0.015226,-0.023617,0.025995,-0.055281,1,1017
0.525736,6.530483,0.072652,0.016606,0.017643,-0.034418,0.011106,0.020620,2,1018
3.076374,2.934146,-0.002744,-0.021847,0.005691,-0.018054,-0.023065,0.015893,3,1019
-3.062348,3.023108,-0.009806,-0.051028,-0.001290,-0.001933,0.035226,-0.026893,0,1020
4.007018,3.287684,0.012619,0.049999,0.022386,-0.016165,-0.029026,-0.007677,1,1021
-1.615249,-4.542248,0.009199,0.014592,0.008870,0.019341,0.012688,0.003714,1,1022
-2.288891,-1.582549,-0.017554,-0.061471,0.016540,0.043352,-0.016814,-0.055709,2,1023
-2.218346,4.482200,-0.001693,0.008984,0.077215,-0.015492,0.035466,-0.023255,2,1024
-2.065650,-0.257685,0.041070,-0.001760,0.049310,-0.013652,-0.004373,-0.007718,2,1025
-2.318421,3.090143,-0.014709,-0.021676,0.018835,-0.005803,-0.001605,0.039298,0,1026
2.996996,-1.077360,0.045494,-0.020454,0.074476,-0.006339,0.010457,-0.023920,3,1027
-2.549127,-3.776185,0.061881,0.002828,0.011590,0.029238,0.015159,0.006978,1,1028
-1.660114,2.899281,0.012414,-0.038708,0.039875,-0.030992,-0.055803,0.051863,0,1029
-0.942412,2.207261,0.034745,-0.022833,-0.023467,0.008478,-0.007015,0.017306,3,1030
-5.004505,0.794257,0.005549,-0.001335,0.022651,0.035595,0.014087,0.028513,0,1031
1.833034,5.358381,0.014734,0.020968,-0.027894,-0.030034,-0.038899,0.013088,2,1032
0.452938,2.910523,-0.014426,-0.020618,-0.009915,-0.019969,-0.005211,0.012517,0,1033
3.733116,-2.455255,-0.024082,0.010304,0.016995,0.009787,0.050391,-0.027470,2,1034
6.214433,-1.705350,0.023793,-0.002288,-0.043545,-0.102516,-0.025139,0.014640,0,1035
2.054443,4.769182,0.001253,0.043332,0.032735,-0.011541,-0.038349,0.008816,3,1036
-1.644663,2.385703,0.039485,0.051804,-0.014857,0.057811,-0.013484,-0.005429,3,1037
-1.543676,-6.262194,0.020099,0.014150,-0.000207,-0.060630,-0.015660,0.014508,0,1038
3.074321,2.854188,-0.040209,-0.024704,-0.010601,-0.018851,0.020250,0.019407,3,1039
-4.124835,2.177884,-0.023060,-0.011072,0.032905,-0.062707,0.005031,0.008380,0,1040
1.385170,6.152039,0.013889,0.007743,-0.005486,-0.005585,-0.020381,-0.007368,2,1041
-6.646523,0.997852,-0.028371,-0.002831,0.039933,-0.033568,0.023556,0.017577,0,1042
4.694475,2.298457,-0.004205,0.037860,0.016443,-0.005978,0.044954,0.053242,2,1043
3.504732,1.815660,0.062537,-0.010245,-0.017539,0.018634,0.039177,-0.025050,3,1044
-3.868397,2.332531,-0.049010,0.013986,-0.046391,0.029018,0.051944,0.014872,0,1045
4.360512,-1.643430,-0.034047,0.004258,0.042385,-0.025974,-0.007445,-0.030911,2,1046
-4.124741,2.149271,-0.012517,0.018580,0.039786,-0.042711,0.086994,-0.018542,0,1047
-0.637143,2.248716,-0.002846,0.017456,0.023317,-0.003635,-0.027600,0.005427,1,1048
6.476004,-1.022066,-0.039444,0.001430,0.011759,-0.014766,0.047848,0.077511,1,1049
3.586964,4.035571,0.002825,0.005429,0.017731,0.033591,0.001947,0.018536,2,1050
2.820926,-3.145256,-0.070411,-0.024832,-0.002457,0.041127,-0.004895,0.029159,2,1051
-3.000056,-3.299889,-0.001272,-0.029331,-0.047339,-0.019517,0.022630,0.012616,1,1052
-1.130311,-3.157683,0.005682,-0.035514,-0.019708,-0.004765,0.074091,-0.007765,2,1053
2.872589,3.500099,-0.009955,-0.017298,0.019684,0.043914,0.014557,-0.037915,3,1054
1.215561,-3.715520,0.026281,0.032596,-0.006503,0.012676,0.021483,0.035726,3,1055
3.288050,2.879372,-0.017312,-0.038600,-0.035954,-0.006458,-0.025179,-0.009137,3,1056
0.336869,-2.092313,0.017141,0.039571,0.023920,-0.009732,0.010566,0.070256,3,1057
3.921243,-2.503933,-0.000767,-0.010441,-0.005923,-0.022778,0.040083,0.000029,2,1058
2.742087,3.555459,0.062196,-0.006632,0.033326,0.045439,0.003594,-0.000400,3,1059
-4.176665,2.102478,0.015061,0.018226,0.013499,0.030344,0.009211,0.023618,0,1060
4.135486,-2.073903,-0.001897,-0.056763,-0.016797,0.010148,0.037662,0.003940,2,1061
4.491174,-3.945955,0.013387,0.012844,0.063574,0.003022,-0.030272,-0.027827,1,1062
1.936067,5.236031,0.008800,-0.034605,0.012183,-0.030142,0.017201,0.016050,2,1063
3.588912,-2.545374,0.041953,0.026496,-0.000739,-0.000646,-0.028915,-0.040605,2,1064
-4.407048,1.971159,-0.044497,-0.019135,0.039154,0.005685,-0.069983,0.036499,0,1065
-2.094000,-0.432735,0.015837,-0.033419,0.009645,0.018654,-0.024711,-0.024318,2,1066
2.735624,-3.154249,-0.022285,0.016741,0.001208,-0.029956,0.021771,0.022558,2,1067
-3.862226,6.676989,0.032088,-0.040424,-0.056110,-0.031751,0.009414,0.019922,0,1068
-2.454263,2.901377,0.022223,-0.022863,-0.050813,0.044747,0.010642,-0.006456,0,1069
-2.392975,3.117447,-0.031871,0.002503,0.021727,0.011975,0.013416,0.002736,0,1070
-6.608121,0.431924,-0.000521,0.039156,-0.058921,-0.016188,-0.021735,-0.026307,3,1071
-0.581658,-3.416662,0.000143,0.011137,0.035013,0.048823,0.006510,-0.058846,2,1072
-3.630534,2.700925,-0.042239,0.019903,-0.006906,0.009477,0.040895,0.038309,0,1073
-2.898690,3.016568,-0.002496,0.020502,-0.026430,0.052815,0.022589,-0.012052,2,1074
-3.844494,-2.143594,-0.005954,0.020865,0.034659,0.002257,0.004570,0.011250,2,1075
1.199706,-2.249268,0.023376,-0.040439,-0.051070,-0.011428,-0.016714,-0.020110,3,1076
2.741374,-1.311375,-0.022123,0.032690,0.015904,-0.000211,-0.041351,0.021109,3,1077
2.212580,4.189660,0.008006,0.010379,0.007132,-0.056180,0.006833,0.022797,3,1078
-2.514622,-3.804759,0.024767,-0.034307,0.015613,0.010117,0.041386,0.036762,1,1079
0.044290,-1.944594,0.021675,-0.004887,0.019685,-0.020659,-0.012510,0.029222,3,1080
-1.863568,2.964023,0.018244,0.043953,0.001595,-0.048479,-0.035224,0.039773,0,1081
2.998219,3.276067,0.004446,0.036211,0.029027,-0.005618,0.032395,-0.003435,3,1082
1.358881,6.349880,0.019564,-0.008699,0.019323,-0.008048,0.005791,-0.005642,2,1083
1.703548,5.624590,0.026320,-0.003740,-0.064146,-0.021834,0.003496,0.047631,2,1084
2.618427,4.759176,-0.015916,-0.042298,-0.036647,-0.008701,0.034775,0.028426,2,1085
4.517480,-1.411693,0.021597,-0.026368,-0.011192,-0.031456,-0.046410,-0.002352,2,1086
-3.832894,-4.485272,0.010992,0.093298,0.034661,0.016804,-0.056890,0.010154,0,1087
2.539627,3.732753,0.004178,-0.019861,0.012932,0.002403,-0.025817,0.035807,3,1088
2.239674,4.098176,0.006021,-0.019522,-0.051679,0.019929,-0.056923,-0.025764,3,1089
-2.717207,-3.695789,-0.038896,-0.011562,0.014808,0.052771,0.016062,-0.034515,1,1090
-2.353772,-6.177598,-0.010178,-0.012299,-0.010624,-0.023473,0.008027,0.020418,2,1091
2.564314,-3.518063,-0.016603,0.007967,-0.051657,0.040763,-0.016518,0.070251,1,1092
-1.923573,2.689277,-0.034698,0.020463,-0.009652,-0.004939,-0.012051,-0.063030,3,1093
-5.133975,-1.642018,-0.006153,0.041948,0.001913,0.027799,0.053280,0.021166,0,1094
3.574346,0.448940,-0.018078,-0.008405,-0.002659,0.031397,-0.020982,-0.019532,3,1095
-4.065035,2.058843,-0.026618,-0.003336,-0.011912,0.047092,0.008294,-0.034012,0,1096
3.080052,4.595334,-0.035211,0.013590,0.060906,-0.003035,0.043126,0.046554,2,1097
6.331944,-1.177630,-0.000793,-0.001871,0.013828,0.009148,-0.009733,-0.026324,1,1098
-4.130352,2.239102,-0.003088,-0.014935,0.030322,0.020570,0.008070,0.042410,0,1099
-1.451959,-2.408365,0.043394,0.021348,0.075116,0.018313,0.017099,-0.007282,2,1100
2.166425,4.641798,0.029036,-0.010938,-0.003762,-0.004304,0.039853,0.068685,1,1101
7.304193,3.752781,0.011417,-0.001458,-0.030267,-0.039880,-0.015455,0.069451,0,1102
3.320963,2.727809,0.021778,-0.057537,-0.030662,0.006457,0.040918,-0.004184,3,1103
-1.684207,2.490615,0.040600,-0.062451,-0.018713,0.014987,0.002742,0.001638,1,1104
-0.962766,-3.172216,-0.000685,-0.001754,-0.016724,-0.046165,-0.035491,0.064009,2,1105
1.704341,1.921137,0.021305,-0.024663,-0.029158,-0.000312,-0.023922,-0.053670,0,1106
-2.336706,-1.259694,-0.013040,0.009953,0.020365,0.012685,0.010950,0.051265,2,1107
4.987300,-3.387366,0.000468,-0.025589,0.017558,-0.003384,-0.023834,0.042214,2,1108
3.730448,0.832907,0.003037,-0.008890,-0.010149,-0.012124,-0.010007,0.046519,3,1109
-3.009017,3.055667,0.010073,0.041377,0.008429,-0.004212,0.033866,-0.038659,0,1110
-2.012785,-4.178784,-0.026145,0.067379,-0.018493,0.026921,-0.003887,0.012274,1,1111
1.378222,6.246087,0.021631,0.033226,-0.026377,-0.030165,-0.001966,-0.008404,2,1112
-3.917279,2.470545,0.016582,0.017331,0.000551,-0.058909,0.035726,-0.015314,0,1113
3.007269,-3.103344,-0.037100,0.005957,0.031690,-0.050478,0.044782,-0.012987,2,1114
-8.803667,-5.228918,0.033605,-0.002563,0.029902,-0.029957,-0.008175,0.037929,2,1115
3.671782,0.597593,0.006117,-0.002100,-0.014104,0.012283,-0.005405,0.026529,3,1116
-1.209750,5.756515,-0.013707,0.011646,0.019579,-0.013614,-0.028590,-0.003829,3,1117
-1.389167,-4.700026,-0.021618,-0.049520,-0.000514,0.009833,0.006996,0.019406,1,1118
0.786935,-6.893638,-0.012303,0.020096,-0.044165,0.018460,0.024367,-0.041652,0,1119
-3.770237,0.822188,-0.013825,-0.040658,0.030608,0.054838,-0.040335,-0.016719,2,1120
2.911889,4.729208,0.011009,0.040510,0.037574,-0.048916,0.004017,-0.037480,2,1121
-0.836900,-3.113270,0.002137,-0.010713,0.018408,-0.039295,0.002294,-0.004795,2,1122
3.365582,-2.796794,-0.007923,0.058010,-0.036705,-0.021826,0.004631,-0.048397,2,1123
-2.281086,2.631080,0.035008,0.020625,0.042800,0.044194,-0.012930,0.017719,0,1124
-2.014330,0.019872,0.037334,-0.008189,0.013770,0.016601,-0.046975,0.024221,1,1125
-4.424845,1.835052,0.043857,0.040085,0.077113,-0.011341,-0.001863,-0.032346,0,1126
-3.120077,2.965609,-0.029743,0.004673,-0.032879,-0.009841,-0.008641,0.020776,0,1127
0.177766,-6.825170,-0.001862,0.013892,-0.062450,0.000480,0.002829,0.007109,0,1128
-0.369673,2.206155,0.036522,-0.007766,0.016585,-0.008424,-0.022684,-0.021268,1,1129
3.194434,3.209306,0.006022,-0.042601,0.010619,-0.015617,-0.017014,0.027488,3,1130
2.910234,3.373003,-0.032327,-0.019280,0.017366,-0.021367,-0.003758,0.033136,3,1131
-0.840733,2.324733,0.007898,-0.016327,-0.017484,-0.030899,0.058883,0.049449,2,1132
2.250679,0.705266,-0.016640,-0.023930,0.024654,0.012705,-0.013357,0.011604,0,1133
4.936249,-3.446160,-0.043349,0.027933,-0.005147,-0.003328,0.027987,-0.021398,1,1134
4.594447,4.818558,0.019480,0.009008,0.018948,0.012076,0.010225,-0.043190,1,1135
-3.863785,2.398522,0.061469,-0.049815,0.012574,0.006589,0.001107,0.015438,0,1136
-5.272756,-1.213880,0.037877,0.010468,-0.073318,0.034785,0.006206,-0.014364,0,1137
-3.049793,-3.197387,-0.000370,0.043130,0.043518,0.004007,0.016411,-0.017684,1,1138
-1.692311,2.523932,-0.025793,0.016649,0.033480,0.048297,-0.029400,-0.044711,0,1139
2.815745,3.489876,0.005399,-0.068198,0.019054,0.014923,0.046886,-0.036020,3,1140
-3.318392,2.960908,-0.052087,-0.017239,0.003672,-0.001808,0.023541,-0.028942,3,1141
-3.358108,-2.458774,0.017129,-0.010456,-0.072976,0.001992,0.010150,0.046507,1,1142
1.417024,-2.904111,0.046592,-0.031356,0.024703,0.009452,-0.012921,-0.010359,3,1143
-1.305006,2.357384,0.049452,-0.023861,-0.035289,-0.015331,0.032565,0.055206,3,1144
-3.975207,2.377184,-0.040245,-0.063316,-0.008124,-0.016633,-0.012383,0.015944,0,1145
-3.254358,1.652748,-0.016719,-0.017955,0.012856,-0.032688,-0.029084,0.036578,1,1146
2.855827,3.346993,-0.014889,-0.004723,-0.011391,0.008653,-0.036584,0.009895,3,1147
3.843735,-4.526483,0.024593,0.015595,0.022472,-0.014172,0.048866,0.017733,1,1148
-3.215698,3.005311,-0.020100,0.031015,-0.036059,0.016371,-0.012846,0.041849,0,1149
-2.939640,-3.321844,-0.014562,-0.018923,0.002849,-0.034426,0.016653,-0.067176,1,1150
5.020554,0.059440,-0.056632,-0.007172,0.019371,0.045640,0.005725,-0.031217,2,1151
3.072313,2.978999,0.018873,0.017783,0.010231,-0.006485,-0.029620,0.038233,3,1152
4.453411,-1.553907,0.015315,0.005141,-0.015727,0.004086,-0.025239,0.004362,2,1153
2.257488,4.756158,-0.075912,-0.008241,-0.010096,0.014436,-0.019547,-0.006512,3,1154
0.136341,-3.756168,0.003986,0.061100,0.065785,-0.023256,0.073539,-0.013279,2,1155
3.407590,-0.549129,-0.048751,0.019942,-0.018649,0.006050,0.049050,-0.028867,3,1156
-8.137121,-0.412753,0.019914,-0.037441,0.054504,-0.038107,0.010299,0.010050,3,1157
1.950869,5.928133,0.035111,-0.003811,0.030442,0.004591,-0.007911,0.021355,2,1158
1.810351,6.018898,-0.022007,-0.013044,-0.003688,-0.061789,0.038343,0.055554,1,1159
-5.025320,-0.195598,-0.020628,-0.009490,0.028251,0.006061,0.003752,0.054848,1,1160
2.991363,-2.996249,-0.039018,-0.032762,0.003311,0.016914,0.029331,0.014333,0,1161
-2.455546,-3.929315,0.007656,-0.016706,-0.006727,0.029268,-0.058851,-0.006232,1,1162
1.747991,5.574580,-0.004567,-0.000251,0.047749,-0.041314,-0.065804,-0.033618,3,1163
1.877220,5.278508,0.004777,-0.019274,-0.065009,0.041598,-0.019271,0.024145,3,1164
3.351165,2.564624,0.051823,-0.025256,0.009970,0.014695,-0.003089,-0.004080,3,1165
1.176161,-7.780460,0.004450,-0.049311,-0.052659,0.011968,0.044006,0.038655,1,1166
4.044137,-2.077669,-0.002272,-0.018114,-0.026770,-0.018629,0.039515,0.000229,2,1167
1.059322,-5.188861,0.044506,0.020756,0.004234,-0.014336,-0.032684,-0.040280,1,1168
4.185802,-2.137680,0.000055,-0.013961,0.020219,-0.028855,-0.028625,0.039535,2,1169
-3.438816,1.251379,-0.048370,-0.076419,-0.003480,-0.008763,0.017135,-0.014097,1,1170
-2.735275,2.354264,-0.017494,0.018083,-0.086762,-0.012133,-0.028250,0.004182,3,1171
-3.079953,3.145182,-0.006965,-0.015138,0.041985,-0.032755,0.036089,-0.025767,0,1172
4.912215,-0.127440,-0.021904,-0.033975,-0.045997,-0.029347,0.068719,-0.022534,2,1173
-5.017259,-2.689095,0.029172,-0.051090,0.033230,-0.026809,-0.014915,-0.018120,0,1174
2.719540,-3.324724,-0.021615,0.040230,-0.037784,-0.017755,-0.016458,-0.005246,2,1175
-2.445631,3.356515,0.016629,0.004321,0.004165,-0.022011,0.000713,-0.004564,2,1176
1.885745,5.349478,-0.000238,-0.056472,0.029314,-0.008714,-0.036063,-0.011300,0,1177
-6.440597,1.046150,-0.000654,-0.020079,0.022054,0.038042,0.010319,0.020465,3,1178
0.397344,-2.179518,0.007358,-0.000625,-0.036541,0.008852,-0.017249,0.009704,3,1179
6.105756,-1.746587,0.016753,0.011089,-0.022463,0.013105,0.025346,-0.001613,1,1180
-3.820901,2.484759,-0.056079,0.020032,-0.042621,0.030575,0.026606,0.020050,0,1181
-2.099509,-1.123111,0.003552,0.038507,0.021182,0.032498,-0.032600,-0.015707,2,1182
2.542610,-3.239655,-0.018274,0.021594,-0.068218,0.002185,0.007036,0.004086,2,1183
-2.200093,-0.799907,0.028939,0.001836,-0.006748,-0.011078,0.028884,0.015116,2,1184
-6.382495,1.829328,-0.025351,0.028283,-0.020670,-0.006267,0.001860,-0.024000,2,1185
-2.166310,-4.111898,0.005881,-0.038286,-0.004406,0.020196,0.063297,0.034682,1,1186
2.037538,1.057861,-0.004226,-0.001053,0.049569,-0.016178,0.020282,0.020920,2,1187
4.971805,-3.543256,0.050381,-0.042580,0.025531,-0.022696,0.026574,0.009845,3,1188
-3.869553,2.424907,-0.058168,-0.024951,-0.046992,0.010568,0.005231,0.024762,0,1189
-1.699579,-4.464602,0.009856,0.052316,0.063906,0.047505,-0.006558,-0.026190,1,1190
-2.902853,-3.374823,0.022881,0.022736,-0.003265,0.001005,-0.009547,0.024216,1,1191
4.454287,-1.629383,-0.008375,0.048297,-0.000975,0.030872,-0.068989,-0.003304,2,1192
6.055830,5.223480,0.026818,-0.033924,0.004548,0.002841,0.004728,-0.000687,2,1193
1.220288,-3.599286,-0.056476,0.002081,-0.051535,0.020473,0.006710,0.040246,1,1194
-8.553816,2.017126,-0.034799,0.039715,0.052982,0.027810,-0.012333,-0.004764,0,1195
-5.164713,-0.527031,-0.008819,0.003981,-0.027979,-0.024855,0.064130,0.047463,0,1196
5.604156,-2.856785,0.013235,-0.008187,-0.046586,-0.002512,0.030901,-0.017811,1,1197
-1.408704,6.791645,-0.046111,-0.011570,0.032649,-0.023975,-0.029480,0.070885,2,1198
4.611603,-1.343338,-0.014078,0.032085,0.012736,0.007485,0.007279,0.009372,2,1199
-2.755477,-3.440673,0.012950,0.023025,0.013897,0.043302,0.034452,0.021244,3,1200
-3.468297,-2.628480,-0.012146,0.001893,-0.071875,0.053363,-0.041537,-0.032018,1,1201
4.286060,-1.790367,0.011213,-0.010225,-0.036993,-0.013562,0.035077,0.019898,2,1202
-6.390690,1.580233,0.024804,0.032062,-0.034944,-0.013467,0.035035,-0.000550,3,1203
1.565128,-2.187726,0.018049,-0.018830,-0.009289,0.038134,-0.030595,0.055380,3,1204
2.710682,-4.879627,-0.030779,0.004753,0.041965,-0.036450,0.023152,0.003658,1,1205
-0.552008,6.048017,0.002005,-0.004179,0.027589,0.046230,-0.061166,-0.018955,3,1206
-0.292894,2.071351,0.013986,-0.000049,-0.014271,-0.040905,-0.009138,0.044355,1,1207
-4.791901,1.645381,0.002394,0.050191,0.051277,-0.016516,-0.029822,-0.065073,3,1208
-1.648258,2.369538,0.020617,-0.000343,0.002410,0.000979,-0.002850,-0.045844,1,1209
-1.061732,-3.028293,0.026104,0.046078,0.002872,-0.011197,-0.033121,0.031895,3,1210
-0.591379,-4.969549,0.013974,0.048574,-0.006714,0.030112,0.031034,-0.023001,0,1211
2.319297,4.142975,0.007036,-0.014604,-0.012840,-0.008106,0.018914,0.001560,3,1212
-1.514331,2.274901,-0.015157,-0.033183,-0.018667,-0.031362,-0.020914,0.031927,3,1213
